user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Cai Bing ♡ Crypto Version 💸,,A charismatic kitty woke up from sleep to explore the #CRYPTO SPACE! #NFT #Games #Gamer #,2021-04-16 03:40:26+00:00,236.0,310,424,False,2021-11-15 07:40:56+00:00,"In our contemporary world, The popularity of #cryptocurrencies is increasing🚀

Just like its notion of #NFTs and Smart Contracts, it's now easier to own a property without the involvement of the government or third parties💯

Do you agree, @garyvee?

#Metaverse #BTC #NFT #NFTzie https://t.co/LX7aasybbo","['cryptocurrencies', 'NFTs']",Twitter for iPhone,False
cR₳ig0rz 👻 ⛓, Scotland,"Coffee, Sauna, Cardano ($ADA) 🐦 & MMA Enthusiast 🏴󠁧󠁢󠁳󠁣󠁴󠁿",2009-07-28 12:08:07+00:00,297.0,185,17044,False,2021-11-15 07:34:36+00:00,I'm going to be that neighbour in @Pavia_io that owns the little plot next to your estate and you want to buy me out because I don't mow the grass or cut the trees that block the sun but I won't sell up because I'm a D**K. Welcome to the #METAVERSE #CNFT $Ada,,Twitter for Android,False
Cat,Washington DC,Living in a tipsyworld https://t.co/0SqyGoeY7C,2008-11-17 21:58:19+00:00,364.0,288,5016,False,2021-11-15 07:23:00+00:00,"#metaverse for #adults 🔥🔥🔥
Are you ready?

#tipsylabs #Bitcoin
#BSCGem #bscgems #Blockchain #NFTs #cyber #ArtificialIntelligence #ArtificialCity #opensea #gambling #ArtificialIntelligence #VirtualReality #VirtualLand #virtualassistant https://t.co/uuqWtdfzXu","['metaverse', 'adults', 'tipsylabs', 'Bitcoin', 'BSCGem', 'bscgems', 'Blockchain', 'NFTs', 'cyber']",TweetDeck,False
Asha☘️ Baltazar☘️,Republic of the Philippines,"freelancer, crypto shiller , investor holder, ambassadress.",2021-08-12 01:32:56+00:00,77.0,197,129,False,2021-11-15 07:19:55+00:00,"@marioirivarren Few days left until Land sale end on demeter governance coin $DUSD in  
@BladesCrypto
Tear-off  calendar  End 18 Nov at 12:00(UTC)
Link symbolhttps://app.babylons.io/demetercbkland?tab=vitrine
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoin https://t.co/tYrwfcuCqJ",,Twitter Web App,False
Crypt Stylo 🌋,,"White hat crypto trader / full stack developer
Medium:
https://t.co/rWRrHGQmrp
Telegram:
https://t.co/uAag3ZLtDA",2018-04-16 16:59:18+00:00,6544.0,674,5331,False,2021-11-15 07:03:25+00:00,"$VR @VictoriaVRcom is creating a full immersive #VirtualReality #MetaVersE 

The land is registered as #NFTs with a pre-defined limited amount

This game can be one of the top players on #GameFi https://t.co/tWWHn2wgVr","['VirtualReality', 'MetaVersE', 'NFTs']",Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-15 06:32:52+00:00,"@CryptodayzTrade @undudbay_ $UFO is powering upp…

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/1q9rnwNvP9","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'SuperGalactic']",Twitter for iPhone,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-15 06:30:31+00:00,"AR VR much? $UFO 👽🖖

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/pd0Rzvo0Oj","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'SuperGalactic', 'PvP', 'GameFi']",Twitter for iPhone,False
Graysonware,,#SVSNFT fixes this,2021-03-01 00:31:09+00:00,619.0,965,850,False,2021-11-15 06:08:33+00:00,"Vamped in on land. #sandbox #metaverse  #NFTCommunity  #svsnft @bangwest06 Starting to see more vamps move in closer to the lair. Only 166,464 land limited supply!
53, -193 https://t.co/Qtp8mO6xko #SandboxGame","['sandbox', 'metaverse', 'NFTCommunity', 'svsnft']",Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-15 06:07:01+00:00,"Forecast showing sunny dayz and making it rain ahead… $UFO 👽🖖
X-Prophacy 🛸👀
#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/7351U51hVb","['P2E', 'Metaverse', 'Launchpad', 'NFTs']",Twitter for iPhone,False
Brunski,,Stand tall and smile,2021-08-28 02:49:45+00:00,165.0,199,432,False,2021-11-15 05:15:46+00:00,Can we get a @TheSandboxGame land owners follow train? I’ll go first #Thesandbox #NFTCommunity #Metaverse #SandBox https://t.co/W0aOU6fo3G,"['Thesandbox', 'NFTCommunity', 'Metaverse', 'SandBox']",Twitter for iPhone,False
zack,,A Holder of many coins...$TEL,2020-03-28 20:06:06+00:00,356.0,60,1753,False,2021-11-15 04:44:12+00:00,"Dove Head Deep in @OfficialTCGCoin there #Metaverse looks incredible.  The moment I saw there #GTA like Gameplay, I bought into it Multiple Plots of land as well as a Nice bag of #tcg2 - the next $MANA 
https://t.co/cpACRefkfs","['Metaverse', 'GTA']",Twitter Web App,False
"Dazed(🛸,🛸)",The Dark Metaverse,"$UFO

#UFOARMY",2021-06-03 01:13:18+00:00,429.0,1666,4187,False,2021-11-15 04:41:50+00:00,"$UFO is about to revolutionize the gaming industry!🛸

#UFOARMY
Go show some support and give a 👍 and Subscribe to @JoeParys ! 💚

#DynamicNFTs 👀 
#P2E #GameFi #NFT #Launchpad #VirtualLand #Metaverse #DeFi #Gateio #MEXCGlobal #ShibaSwap #Uniswap #ETH 

https://t.co/FFr1O2XpYS https://t.co/vAmxz1Xj4V",['UFOARMY'],Twitter for Android,False
Asha☘️ Baltazar☘️,Republic of the Philippines,"freelancer, crypto shiller , investor holder, ambassadress.",2021-08-12 01:32:56+00:00,77.0,197,129,False,2021-11-15 04:36:50+00:00,"Few days left until Land sale end on demeter governance coin $DUSD in  @BladesCrypto

📆Ends 18 Nov at 12:00(UTC)
🔗https://t.co/98FIPJLe56
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/r8uVkZTtAB",,Twitter for Android,False
AntarcticMoon,"HOUSTON, USA","#TorumKnight
Don't criticize what you can't understand
🇺🇸🇹🇹🏴󠁧󠁢󠁳󠁣󠁴󠁿
Skateboarding Philosophy Space Blockchain.
Adopted/ International Nomad 🖖🌏🌴☃️",2014-10-02 00:42:23+00:00,129.0,913,1185,False,2021-11-15 04:30:33+00:00,"@SpaceX @elonmusk Can't wait to see starship land vertically on the #Moon 

@torum_official #Metaverse https://t.co/LFj67jfcVF","['Moon', 'Metaverse']",Twitter for Android,False
Mad Paddler,USA,Happy fella doing happy things. Paddling in pretty places. I choose vanlife over “wen lambo” NFTs are fun. #EarthChain #FEG #BurningMoon #DOGIRA #Gala  #PCKT,2020-03-04 07:45:27+00:00,1083.0,2109,14625,False,2021-11-15 04:25:00+00:00,"Who else is buying property in the #Metaverse? Whatcha got?Bought this before I realized what I was buying..
Where should I be looking next?
 #Mirandus #Sandbox #StarAtlas #NFTs #GALA #web3 https://t.co/CqaocnHyBk",['Metaverse'],Twitter for iPhone,False
Keung,,https://t.co/Mdu1SsN3Ju • keung.eth • CryptoPunks#6873 BAYC#3650 KaijuKingz#3#7,2011-06-08 12:10:23+00:00,320.0,206,229,False,2021-11-15 04:21:39+00:00,"I’m diamond hands. If you can help the SVS project @SVSNFT, please let me know. 
I can rent the land for free @TheSandboxGame 
Everyone contributes, it is metaverse.

#NFT #NFTs #SandBox #Metaverse https://t.co/0dPE9MGllS",,Twitter for iPhone,False
"JohnnyCrypto51 (🛸,🛸)",The Dark Metaverse,"Pay it forward 

$UFO Gaming Community  

Genesis UFOep #NFT coming soon!  

My $UFO bags packed, is yours?  #UFOarmy (NFA)",2021-10-04 02:12:56+00:00,368.0,1523,7977,False,2021-11-15 03:55:33+00:00,"$UFO Gaming and The Dark Metaverse

https://t.co/yraLOzcu55

#P2E #Metaverse #Launchpad #NFTs #VirtualLand #GameFi #passiveincome #PvP","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'GameFi', 'passiveincome', 'PvP']",Twitter Web App,False
THEMANWHOSOLDTHEWORLD,Metaverse,"Upcoming earth-like PlayToEarn MMORPG Metaverse
Claim plots for 0.01ETH at link below, USE DESKTOP
feel free to text me if something is unclear",2021-05-08 21:16:43+00:00,3340.0,3532,2592,False,2021-11-15 03:40:57+00:00,"""Banda Aceh"" at #2345

10k #NFT plots of land in upcoming
earth shaped #PlayToEarn #metaverse
all fixed at 0.01 ETH

https://t.co/emXYRa3wbE

 #themanwhosoldtheworld https://t.co/cYSXTwuDWP","['NFT', 'PlayToEarn', 'metaverse']",Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-15 02:56:43+00:00,"@godeLives $UFO go upp… 

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/m836UcCTtA","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'SuperGalactic', 'PvP', 'GameFi']",Twitter for iPhone,False
ShatterDabbs,,"https://t.co/svRYuPbWZV

https://t.co/ihDCYPTZOj

Crypto enthusiast & NFT trader",2021-10-22 05:50:04+00:00,85.0,365,652,False,2021-11-15 02:53:29+00:00,@TheCryptoLark $Starl #Metaverse @StarLinkETH #starlink #starlinktoken #realestate #gaming #Gamefi #Leashdev $vemp $DBUY $LEASH @woof_decentra #Metaverse #NFT #StarL #starlink #starlinktoken @Remus_vEmpire @dominicVEMP @vEmpiredigital @AlphaCryptOmega https://t.co/vpeGqs0xQR https://t.co/DuId49dErV,"['Metaverse', 'starlink', 'starlinktoken', 'realestate', 'gaming', 'Gamefi', 'Leashdev']",Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-15 02:52:12+00:00,"@Crypto_Gambit_ Upp Upp Upp and away… $UFO 👽🖖

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/Qsv8Tp5ozO","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'SuperGalactic', 'PvP']",Twitter for iPhone,False
Marcas,Ireland,"Is maith liom #Cryptocurrencies
Taispeáin dom an t-airgead",2021-01-22 19:38:01+00:00,10.0,235,709,False,2021-11-15 02:42:43+00:00,"Virtual land minting, yes please @danoverse_io #ADA @ada #Metaverse https://t.co/PsuqpNC9dX","['ADA', 'Metaverse']",Twitter for Android,False
AGORACOM - George,The Greek - From Canada ,"Founder of https://t.co/5R335f7RkB SmallCap Stock Investing Community. 600 Million Pageviews; 300 pubco clients 

Just launched https://t.co/CISHYBZmfB Learn. Invest. Change Your Life",2008-05-23 04:32:05+00:00,10520.0,1324,12295,True,2021-11-15 02:31:06+00:00,"NEWS... @AftermathIsland  Unveils Homes &amp; Other Dwellings for Purchase as #NFTs on #Metaverse Platform Following Successful Phase 1 Sale of #VirtualLand

✅ Videos offer players glimpse of upcoming concepts 

CC: @liquid_avatar $LQID 

$LQAVF $NTAR $GLXY

https://t.co/cbxheD3kJW https://t.co/xQ5gVihhcW","['NFTs', 'Metaverse']",Agorapulse app,False
Cyclop Phet NFTs Thai,Thailand,"WRITER/POEM Thailand.
บรรณาธิการบริหารผิงดาว-ธารจันทร์ สำนักพิมพ์.",2010-04-24 06:32:30+00:00,223.0,1129,1812,False,2021-11-15 01:51:56+00:00,"The lowest price of land in The Pavia Metaverse is 448ADA, this price will soon be a thing of the past. If you still hesitate You should have made up your mind.
Send me a message if you want.
#Cardano #ADA #ADAPavia #PaviaMetaverse #Pavia #metaverse #metaverseNFT #CNFTs https://t.co/tzRgOvYMG4",,Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-15 01:51:42+00:00,"@LorettaMavros Upp upp upp… $UFO going plaid… $UFO 👽🖖

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/zTyrRqm4eY","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand']",Twitter for iPhone,False
noparutNFTThai,THAI,WRITER THAILAND,2010-10-24 15:12:33+00:00,693.0,2445,1769,False,2021-11-15 01:51:22+00:00,"The lowest price of land in The Pavia Metaverse is 448ADA, this price will soon be a thing of the past. If you still hesitate You should have made up your mind.
Send me a message if you want.
#Cardano #ADA #ADAPavia #PaviaMetaverse #Pavia #metaverse #metaverseNFT #CNFTs https://t.co/MDbmCytCmv",,Twitter Web App,False
wilson,China,"#ETH #Defi #NFT #Gamefi #SocialFi #DAO
wilsonhu.eth
https://t.co/oukb8yDKDT",2020-04-14 09:18:26+00:00,661.0,144,30,False,2021-11-15 01:34:15+00:00,The Land on @theMatrixWorld is flying into real #metaverse https://t.co/nmsTG0ILTB,['metaverse'],Twitter Web App,False
KINGStorm,USA,"https://t.co/uxQ7NkLe1X 5% Back Referral Code - (OSI5JQZ9B5)

https://t.co/m8LNnIK4Hz…",2015-06-10 17:59:02+00:00,327.0,1209,127,False,2021-11-15 01:31:48+00:00,"An edit of @theshaneisaac (Earth2 CEO, Creator) Talking Earth2 #Earth2io #Metaverse #VirtualLand #VirtualRealEstate #VirtualWorld #Earth2 

https://t.co/ak8MNhMj38","['Earth2io', 'Metaverse', 'VirtualLand', 'VirtualRealEstate']",Twitter Web App,False
THEMANWHOSOLDTHEWORLD,Metaverse,"Upcoming earth-like PlayToEarn MMORPG Metaverse
Claim plots for 0.01ETH at link below, USE DESKTOP
feel free to text me if something is unclear",2021-05-08 21:16:43+00:00,3340.0,3532,2592,False,2021-11-15 01:10:07+00:00,"""Karaj"" at #466

10k #NFT plots of land in upcoming
earth shaped #PlayToEarn #metaverse
all fixed at 0.01 ETH

https://t.co/emXYRa3wbE

 #themanwhosoldtheworld https://t.co/8lem6kiEkW","['NFT', 'PlayToEarn', 'metaverse']",Twitter Web App,False
Shibalution,,"#Shibaverse #Verse Shiba Inu #Shib #Leash #Bone

https://t.co/HtM4wxGk8j                                         https://t.co/nMi2P401kj",2021-09-22 21:43:38+00:00,52.0,126,89,False,2021-11-15 00:24:42+00:00,"@DelCrxpto https://t.co/TxYzZT2vNl is hot.. #Shib community #Metaverse hot.. Digital real estate hot! 

All things #SHIBARIUM https://t.co/IX9wprPG5C","['Shib', 'Metaverse']",Twitter Web App,False
Lopro Next Earth,,Next Earth and the #metaverse is going to take the world by storm. I’ll make sure to keep you informed with what’s going on in the #nextearth.,2021-11-11 02:28:49+00:00,3.0,6,5,False,2021-11-15 00:21:33+00:00,"Next Earth Metaverse News| Virtual Land Just Sold For Over $9000 https://t.co/lj459ePMAa via @YouTube 

#nextearth #Metaverse #cryptocurrency #cryptocurrencies #CryptoNews #doge #shib",['nextearth'],Twitter Web App,False
Somnium Space NFT Marketplace News,VirtualReality,"Official @SomniumSpace Marketplace channel. Browse and purchase Land Parcels, Avatars, Items, Somnium Cubes and more #blockchain #NFTs inside #VR universe!",2020-01-11 19:11:40+00:00,1463.0,1,1791,False,2021-11-15 00:17:27+00:00,"XL roadside parcel purchased in @SomniumSpace for 6 ETH or $28,000 USD. Build on 1500m2 with 50m height in #VirtualReality on the Ethereum #blockchain. Upload your #NFTs into the #metaverse🌐&amp; display them in 3D #VR🥽Join daily meetups for free 4pm EST⏰

https://t.co/ctdXti3yt5",,Twitter Web App,False
Cameron Fous,"Tampa, FL","17 year Day trader, HODL TrolI, YouTuber, and
marketing expert with entrepreneur blood",2009-04-21 23:21:50+00:00,1873.0,1172,2121,False,2021-11-15 00:17:04+00:00,"You have $100,000 to buy land in the #metaverse ... What do you buy? $SAND $MANA $WILD $BLOK $NTVRK",['metaverse'],Twitter for Android,False
ULAND,,"OWN Land 🗺 EARN Passive Income 💲 The first revenue generating NFT platform, mapped to the real world 🚀 https://t.co/3qKCf0dOby

PRE-LAUNCH: 13 Nov '21",2021-09-10 05:10:48+00:00,1246.0,228,9,False,2021-11-15 00:02:42+00:00,"1st Land Wave Release: 💯Minted/Sold!🥳
In less than 48 hours...

India 🇮🇳, China 🇨🇳 and Indonesia 🇮🇩 were the last to get snatched up.

Welcome to our 'Rulers Club' 👑

Stay tuned for more announcements, soon.

#NFTCommunity #NFTmint #Metaverse #BNB https://t.co/D4pXtiaxEs",,Twitter Web App,False
🦋jessica🦋🇳🇬,Nigeria,Blockchain Startups Ambassador|| Block🔗 Enthusiast| Makeup Artist|| Witch Community Manager || Demeter Ambassador,2013-09-23 10:29:49+00:00,160.0,241,622,False,2021-11-15 00:00:30+00:00,"🚨#Demeter land sale has launched!🚨

We are selling CBK land purchasable with our stablecoin $DUSD!

📆Ends 18 Nov at 12:00(UTC)
🔗https://t.co/mqabXWOe7w…
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins. https://t.co/2NJGeKidFx",['Demeter'],Twitter for iPhone,False
"Dazed(🛸,🛸)",The Dark Metaverse,"$UFO

#UFOARMY",2021-06-03 01:13:18+00:00,429.0,1666,4187,False,2021-11-14 23:47:17+00:00,"@elonmusk @Gfilche I highly doubt it could avoid this, ser! 🛸

$UFO #UFOARMY 

@TheUFOtoken @SuperGalactic51 @UFogerCEO 

#P2E #GameFi #NFT #Launchpad #VirtualLand #Eternal #Metaverse #SHIB #SHIBARMY #Gateio #ShibaSwap #Uniswap https://t.co/31Rc3eqUSi",['UFOARMY'],Twitter for Android,False
Sin City Metaverse,"Las Vegas, NV",Become Rich. Become Infamous. Become a Kingpin. | Become a #Sinner and join our Telegram Chat: https://t.co/xKIdyaR7cr,2021-06-25 22:38:54+00:00,82636.0,5,32,False,2021-11-14 23:40:49+00:00,"Missed the Whitelist for the $SIN #Metaverse Land Sale? Here’s your last chance saloon option!

Offering a huge 200% APY; the liquidity pool staking pools go live on 16th November, 20:00 UTC.

Link below for all the details, “Loyalty is rewarded”

https://t.co/IleWYfdZni https://t.co/fOoxwVkCFr",['Metaverse'],Twitter for iPad,False
Unbounded.Earth,Unbounded Metaverse,Metaverse on the Cardano Blockchain | Discord: Coming Soon... | #Cardano #Metaverse,2021-11-04 12:50:28+00:00,580.0,33,30,False,2021-11-14 23:24:08+00:00,"🚨GIVEAWAY TIME #3🚨
Time for the second giveaway for a reserved #NFTs land estate (WORTH 700ADA), all you have to do is:
1️⃣ Like and Follow✅
2️⃣ Retweet🔁
3️⃣ Tag 3 friends!👨👩

Giveaway ends in 3 days and the winner will be picked and announced!
#Cardano #Metaverse #NFTGiveaway https://t.co/pQQohrFbO4",['NFTs'],Twitter Web App,False
Decentribes,Metaverse,"Decentribes is a Play to Earn multiplayer game running on the Polygon blockchain.

https://t.co/3a3ktwtDgE
https://t.co/N11hiVwySZ",2021-10-30 15:39:21+00:00,0.0,0,4,False,2021-11-14 23:23:36+00:00,"Land #1 and Land #69 was just claimed in Decentribes!
Still a lot of great Land ID's available!
Grab them before someone else!
#decentribes #NFT #GameFi #PlayToEarn #Metaverse https://t.co/8hr5vD6imZ",,Twitter Web App,False
BCurios,Schweiz,"NFT enthusiast - SOL & ETH - be kind, curious and learn #NFTspace",2021-06-20 19:14:19+00:00,809.0,853,5686,False,2021-11-14 23:22:23+00:00,The race for Digital Land is accelerating 🚀 @TheSandboxGame @opensea #Metaverse #digitalproperty https://t.co/OLuWiWOguq,"['Metaverse', 'digitalproperty']",Twitter for iPhone,False
RogueVamp,,Crypto passionate and NFT lover.  #SVS @SVSNFT.,2020-08-19 09:28:04+00:00,852.0,777,1326,False,2021-11-14 23:05:41+00:00,Where are my vamps at? Who are gonna hanging out with me in the metaverse? Purchased a land close to @SVSNFT headquarter. Happy for this 💎❤ #sandbox #metaverse #SVS #NFT #NFTCommunity  #svsnft https://t.co/eysYB9NaH8,,Twitter for Android,False
NFT Keycards,,"™
🃏 NFT Keycards + domain ownership!

Instagram: (@)comicbooks (@)sportscards Etc.",2021-05-12 02:48:20+00:00,15.0,132,98,False,2021-11-14 22:53:56+00:00,"For sale or rent: 7 year old https://t.co/q14qM9381q for physical property and decentralized startups! 

#metaverse #meta #nft #blockchain #btc #bitcoin #eth #ethereum #crypto #cryptocurrency #decentralized #startup #startups #gaming #tech #playtoearn #domainname",['metaverse'],Twitter for Android,False
Theadra,"Las Vegas, NV","He/They/Still exploring, outreach nurse, blockchain tech, vegan and cat lover



""Music brings love to a world of malevolence, and hope to an adrift existence""",2008-12-29 16:32:08+00:00,215.0,1125,55846,False,2021-11-14 22:50:43+00:00,Here I am pondering returning to nursing so I can afford land in the metaverse and buy more crypto 🤔 #Nurse #Metaverse #Decentraland #Blockchain #cryptocurrency,['Nurse'],Twitter Web App,False
Vlad M.,,Regulatory analyst & Crypto,2021-05-26 10:06:00+00:00,5.0,27,388,False,2021-11-14 22:50:43+00:00,"@DeFiGod_ Damn, just wanted to add some $UNO at 0.80.. ))

The first crypto insurtech $UNO will insure the whole f***ing crypto market.
Waiting for further integration with #Metaverse projects. 
Just imagine the insurance of your land and house in #Metaverse...Its huge",,Twitter for Android,False
afzainizam ⚡️ Cookie Munster,,#Tesla #Bitcoin #BNB Follow me to keep up to date with the Cookie Munster Fam #nftcollectibles,2008-04-16 05:41:27+00:00,216.0,277,3208,False,2021-11-14 22:44:14+00:00,"As $SAND appreciates in value, the value of $LAND in the @TheSandboxGame will actually be worth a lot more. And it will get even harder to get in on the LAND sale when  $SAND triple it's value from here. Plan accordingly. #metaverse",,Twitter for Android,False
Maximal Effort,,,2015-01-27 12:10:15+00:00,43.0,72,2524,False,2021-11-14 22:27:45+00:00,"Can't wait to BUY them ALL.... $UFO 

And the beautiful thing is that this is just the beginning...
$UFO 
@TheUFOtoken
@SuperGalactic51
#DynamicNFTs 
#P2E #NFT #GameFi #Metaverse #NFTGame #Launchpad #VirtualLand #PvP #Gateio #MEXCGlobal #ShibaSwap #Uniswap
https://t.co/nbKpb1s2oh",,Twitter Web App,False
Pay Cents - XRP,,"The philosophy is simple, pay cents and receive dollars.

Patience pays",2009-03-04 18:38:10+00:00,91.0,117,1718,False,2021-11-14 22:19:49+00:00,"The year is 2030. This man is safely and comfortably inside his mansion on 20 acres of land in the #metaverse.

#meta https://t.co/u1RfrE1kNy",['metaverse'],Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-14 22:19:31+00:00,"Fin Kun Dun… from Myth to Mythos $UFO 👽🖖

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/9cKG20bZfI","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'SuperGalactic', 'PvP']",Twitter for iPhone,False
Use Case Studios,,Official Twitter for Use Case Studios: a gaming company. Creators of Ancient Flame,2021-11-09 17:46:26+00:00,2.0,0,0,False,2021-11-14 22:18:36+00:00,"(2) we're looking to build a Metaverse MMO that has something for everyone. We will continue to update as we get closer to development, we are currently seeking funding and well as securing a blockchain partner for the game to land on!  

 #gaming #Blockchain #Metaverse",,Twitter for Android,False
Simon 🦁 👑,London,"Love house music, crypto & nfts @lazylionsnft 🦁🦁🦁 👑",2021-08-19 16:05:21+00:00,542.0,594,2503,False,2021-11-14 22:06:39+00:00,@millionaireeth You want an NFT with awesome artwork and utility? Then look no further 🔥@dualworldfusion🔥 This unique NFT is only mining 1400 of these badass fusions. You will get ownership of a luxury apartment and land in the #Metaverse 🚀 Whitelist open 🔥 https://t.co/Hu4zSoAki2 🔥#NFTS 🚀 https://t.co/yRhU1xnOVS,,Twitter for iPhone,False
Brunski,,Stand tall and smile,2021-08-28 02:49:45+00:00,166.0,199,432,False,2021-11-14 22:06:25+00:00,Owning Metaverse land will set you up for life in the future. #SandBox #NFTCommunity #Metaverse,"['SandBox', 'NFTCommunity', 'Metaverse']",Twitter for iPhone,False
Use Case Future Technologies,,Official Twitter of Use Case Future Technologies: a blockchain company,2021-11-02 05:56:37+00:00,0.0,0,0,False,2021-11-14 21:38:12+00:00,"(2) we're looking to build a Metaverse MMO that has something for everyone. We will continue to update as we get closer to development, we are currently seeking funding and well as securing a blockchain partner for the game to land on!  

 #gaming #blockchain #metaverse",,Twitter for Android,False
broketowealthy.eth,,Investor,2013-02-28 22:12:09+00:00,16.0,82,117,False,2021-11-14 21:36:38+00:00,"Officially own a piece of digital land in the Sandbox Metaverse. Got me a piece of the pie. $sand $eth #Metaverse #sandbox Video on how it was done, to follow.",['Metaverse'],Twitter for iPhone,False
HodlDwon.ΞTH🐬🔥🦇🔊💰,,,2020-12-09 20:20:07+00:00,122.0,255,6101,False,2021-11-14 21:21:49+00:00,"@r_georgism Land Value Taxation is just a good mechanism design. It aligns incentives for scarce asset allocation. Whether real, digital, or the #metaverse built on #Ethereum. https://t.co/VSR0t6B6gk",,Twitter for Android,False
Cryptokankan👑,"Katsushika-ku, Tokyo",Cryptopreneur💰 || Block Chain Enthusiast || Content writer✍ || Chem engr ⛑ #Bitcoin #Binance #HuobiGlobalAmbassador🎖#NFT #CRO #SAFLE 💎  #CryptoPres 🔥,2020-03-31 14:42:21+00:00,1277.0,1829,5145,False,2021-11-14 21:18:51+00:00,"🚨#Demeter land sale has launched!🚨

We are selling CBK land purchasable with our stablecoin $DUSD!

📆Ends 18 Nov at 12:00(UTC)
🔗https://t.co/FohJiaZ52i
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/f3Yg5AC1Mi https://t.co/f5gQ5arFTo",['Demeter'],Twitter for iPhone,False
